cell_id,area_m2,elev_mean,slope_mean,dist_water_m,building_density,hist_event_score,elev_norm,slope_norm,water_norm,imperv_norm,event_norm,score_0_1,score_0_10,classe
25813,160000.0,,,13237.085973068664,0.0,0.0,0.0,0.0,0.43412806599088305,0.0,0.0,0.10853201649772076,1.09,Baixa
25814,160000.0,,,12999.6643516712,0.0,0.0,0.0,0.0,0.44427759832368685,0.0,0.0,0.11106939958092171,1.11,Baixa
25815,160000.0,,,12770.287453120649,0.0,0.0,0.0,0.0,0.45408322695402825,0.0,0.0,0.11352080673850706,1.14,Baixa
25816,160000.0,,,12549.320035180139,0.0,0.0,0.0,0.0,0.4635293588592976,0.0,0.0,0.1158823397148244,1.16,Baixa
25817,160000.0,,,12337.367022805822,0.0,0.0,0.0,0.0,0.4725901341141635,0.0,0.0,0.11814753352854088,1.18,Baixa
25818,160000.0,,,12134.900772790008,0.0,0.0,0.0,0.0,0.4812453599471844,0.0,0.0,0.1203113399867961,1.2,Baixa
25819,160000.0,,,11942.40379804261,0.0,0.0,0.0,0.0,0.4894744094232423,0.0,0.0,0.12236860235581057,1.22,Baixa
25820,160000.0,,,11760.365648462868,0.0,0.0,0.0,0.0,0.4972563547830977,0.0,0.0,0.12431408869577443,1.24,Baixa
25821,160000.0,,,11589.27917929275,0.0,0.0,0.0,0.0,0.5045701269674785,0.0,0.0,0.12614253174186962,1.26,Baixa
25822,160000.0,,,11429.63619743128,0.0,0.0,0.0,0.0,0.5113947017327045,0.0,0.0,0.12784867543317613,1.28,Baixa
25823,160000.0,,,11281.922500871664,0.0,0.0,0.0,0.0,0.5177093117096955,0.0,0.0,0.12942732792742387,1.29,Baixa
25824,160000.0,,,11146.612356483798,0.0,0.0,0.0,0.0,0.5234936824731395,0.0,0.0,0.13087342061828489,1.31,Baixa
25825,160000.0,,,11024.162495888757,0.0,0.0,0.0,0.0,0.5287282892117403,0.0,0.0,0.13218207230293508,1.32,Baixa
25826,160000.0,,,10915.00574648512,0.0,0.0,0.0,0.0,0.5333946289953495,0.0,0.0,0.13334865724883738,1.33,Baixa
25827,160000.0,,,10819.544452325437,0.0,0.0,0.0,0.0,0.5374755020257926,0.0,0.0,0.13436887550644816,1.34,Baixa
25828,160000.0,,,10738.14387433364,0.0,0.0,0.0,0.0,0.5409552937708484,0.0,0.0,0.1352388234427121,1.35,Baixa
25829,160000.0,,,10671.125787653898,0.0,0.0,0.0,0.0,0.5438202486710593,0.0,0.0,0.13595506216776482,1.36,Baixa
25830,160000.0,,,10618.762511986743,0.0,0.0,0.0,0.0,0.5460587253367779,0.0,0.0,0.13651468133419448,1.37,Baixa
25831,160000.0,,,10581.271615265245,0.0,0.0,0.0,0.0,0.5476614229606125,0.0,0.0,0.13691535574015312,1.37,Baixa
25832,160000.0,,,10558.81151958216,0.0,0.0,0.0,0.0,0.5486215691595625,0.0,0.0,0.13715539228989063,1.37,Baixa
25833,160000.0,,,10551.478209999956,0.0,0.0,0.0,0.0,0.5489350606700363,0.0,0.0,0.13723376516750907,1.37,Baixa
25834,160000.0,,,10559.092590484017,0.0,0.0,0.0,0.0,0.5486095536649778,0.0,0.0,0.13715238841624444,1.37,Baixa
25835,160000.0,,,10581.751049597837,0.0,0.0,0.0,0.0,0.5476409276315373,0.0,0.0,0.13691023190788432,1.37,Baixa
25836,160000.0,,,10619.438507610248,0.0,0.0,0.0,0.0,0.546029827212853,0.0,0.0,0.13650745680321325,1.37,Baixa
25837,160000.0,,,10457.344525238092,0.0,0.0,0.0,0.0,0.5529591797518324,0.0,0.0,0.1382397949379581,1.38,Baixa
25838,160000.0,,,10188.494576130593,0.0,0.0,0.0,0.0,0.5644522410622475,0.0,0.0,0.14111306026556186,1.41,Baixa
25839,160000.0,,,9928.483717877467,0.0,0.0,0.0,0.0,0.5755674402475073,0.0,0.0,0.14389186006187682,1.44,Baixa
25840,160000.0,,,9678.024392636826,0.0,0.0,0.0,0.0,0.586274321131479,0.0,0.0,0.14656858028286976,1.47,Baixa
25841,160000.0,,,9437.877057516103,0.0,0.0,0.0,0.0,0.5965403749478837,0.0,0.0,0.14913509373697093,1.49,Baixa
25842,160000.0,,,9208.848492678346,0.0,0.0,0.0,0.0,0.6063311126670277,0.0,0.0,0.15158277816675692,1.52,Baixa
25843,160000.0,,,8991.788352125493,0.0,0.0,0.0,0.0,0.6156102124463017,0.0,0.0,0.1539025531115754,1.54,Baixa
25844,160000.0,,,8787.583568748301,0.0,0.0,0.0,0.0,0.6243397588085949,0.0,0.0,0.15608493970214873,1.56,Baixa
25845,160000.0,,,8597.150236331254,0.0,0.0,0.0,0.0,0.6324805896783104,0.0,0.0,0.1581201474195776,1.58,Baixa
25846,160000.0,,,8421.422646700852,0.0,0.0,0.0,0.0,0.6399927650321027,0.0,0.0,0.15999819125802567,1.6,Baixa
25847,160000.0,,,8261.339274154125,0.0,0.0,0.0,0.0,0.6468361660502739,0.0,0.0,0.16170904151256849,1.62,Baixa
25848,160000.0,,,8117.825682471683,0.0,0.0,0.0,0.0,0.6529712258245448,0.0,0.0,0.1632428064561362,1.63,Baixa
25849,160000.0,,,7991.774585116392,0.0,0.0,0.0,0.0,0.6583597817642382,0.0,0.0,0.16458994544105954,1.65,Baixa
25850,160000.0,,,7884.023606485949,0.0,0.0,0.0,0.0,0.6629660262800656,0.0,0.0,0.1657415065700164,1.66,Baixa
25851,160000.0,,,7795.331643743141,0.0,0.0,0.0,0.0,0.6667575172917918,0.0,0.0,0.16668937932294794,1.67,Baixa
25852,160000.0,,,7725.380433518776,0.0,0.0,0.0,0.0,0.6697478602340734,0.0,0.0,0.16743696505851835,1.67,Baixa
25853,160000.0,,,7675.193523671595,0.0,0.0,0.0,0.0,0.6718932994791568,0.0,0.0,0.1679733248697892,1.68,Baixa
25854,160000.0,,,7621.744962214372,0.0,0.0,0.0,0.0,0.6741781710062692,0.0,0.0,0.1685445427515673,1.69,Baixa
25855,160000.0,,,7311.1410799968235,0.0,0.0,0.0,0.0,0.68745617040121,0.0,0.0,0.1718640426003025,1.72,Baixa
25856,160000.0,,,7009.605660391608,0.0,0.0,0.0,0.0,0.7003465022621201,0.0,0.0,0.17508662556553004,1.75,Baixa
25857,160000.0,,,6718.3598546647545,0.0,0.0,0.0,0.0,0.7127969636169837,0.0,0.0,0.17819924090424594,1.78,Baixa
25858,160000.0,,,6438.8001024529385,0.0,0.0,0.0,0.0,0.7247478580945947,0.0,0.0,0.18118696452364869,1.81,Baixa
25859,160000.0,,,6172.514429462674,0.0,0.0,0.0,0.0,0.7361312992145279,0.0,0.0,0.18403282480363198,1.84,Baixa
25860,160000.0,,,5921.293946807731,0.0,0.0,0.0,0.0,0.7468707188021837,0.0,0.0,0.18671767970054592,1.87,Baixa
25861,160000.0,,,5687.135450037992,0.0,0.0,0.0,0.0,0.7568807558829538,0.0,0.0,0.18922018897073845,1.89,Baixa
25862,160000.0,,,5472.229641531483,0.0,0.0,0.0,0.0,0.7660677601629584,0.0,0.0,0.1915169400407396,1.92,Baixa
25863,160000.0,,,5278.928382942199,0.0,0.0,0.0,0.0,0.7743311919535247,0.0,0.0,0.19358279798838118,1.94,Baixa
25864,160000.0,,,5109.684187384744,0.0,0.0,0.0,0.0,0.7815662088186235,0.0,0.0,0.19539155220465587,1.95,Baixa
25865,160000.0,,,4966.956826607882,0.0,0.0,0.0,0.0,0.7876676580230133,0.0,0.0,0.19691691450575333,1.97,Baixa
25866,160000.0,,,4840.335003604868,0.0,0.0,0.0,0.0,0.7930806119024589,0.0,0.0,0.19827015297561473,1.98,Baixa
25867,160000.0,,,4726.320458067231,0.0,0.0,0.0,0.0,0.7979546175196934,0.0,0.0,0.19948865437992336,1.99,Baixa
25868,160000.0,,,4630.462908021567,0.0,0.0,0.0,0.0,0.8020524300853952,0.0,0.0,0.2005131075213488,2.01,Baixa
25869,160000.0,,,4562.763642720763,0.0,0.0,0.0,0.0,0.804946504677394,0.0,0.0,0.2012366261693485,2.01,Baixa
25870,160000.0,,,4523.036133611238,0.0,0.0,0.0,0.0,0.8066448152012442,0.0,0.0,0.20166120380031105,2.02,Baixa
25871,160000.0,,,4518.506354158568,0.0,0.0,0.0,0.0,0.8068384586560599,0.0,0.0,0.20170961466401496,2.02,Baixa
25872,160000.0,,,4485.097452450124,0.0,0.0,0.0,0.0,0.808266655153487,0.0,0.0,0.20206666378837174,2.02,Baixa
25873,88802.70218783396,,,4318.1179170853575,0.0,0.0,0.0,0.0,0.8154048601035073,0.0,0.0,0.20385121502587683,2.04,Baixa
25940,128921.16923303006,,,14246.139181927858,0.0,0.0,0.0,0.0,0.3909920697469237,0.0,0.0,0.09774801743673092,0.98,Baixa
25941,160000.0,,,13885.595179461621,0.0,0.0,0.0,0.0,0.40640495838314217,0.0,0.0,0.10160123959578554,1.02,Baixa
25942,160000.0,,,13486.339883292367,0.0,0.0,0.0,0.0,0.42347271537031717,0.0,0.0,0.10586817884257929,1.06,Baixa
25943,160000.0,,,13087.13006764573,0.0,0.0,0.0,0.0,0.4405385281115043,0.0,0.0,0.11013463202787607,1.1,Baixa
25944,160000.0,,,12687.970025471826,0.0,0.0,0.0,0.0,0.45760221308746174,0.0,0.0,0.11440055327186543,1.14,Baixa
25945,160000.0,,,12288.864606914103,0.0,0.0,0.0,0.0,0.4746635629595002,0.0,0.0,0.11866589073987505,1.19,Baixa
25946,160000.0,,,11889.819312624591,0.0,0.0,0.0,0.0,0.49172234258035163,0.0,0.0,0.12293058564508791,1.23,Baixa
25947,160000.0,,,11490.840406456582,0.0,0.0,0.0,0.0,0.5087782841766723,0.0,0.0,0.12719457104416806,1.27,Baixa
25948,160000.0,,,11091.935052390536,0.0,0.0,0.0,0.0,0.5258310814955988,0.0,0.0,0.1314577703738997,1.31,Baixa
25949,160000.0,,,10693.111481988974,0.0,0.0,0.0,0.0,0.5428803826462232,0.0,0.0,0.1357200956615558,1.36,Baixa
25950,160000.0,,,10294.379200614238,0.0,0.0,0.0,0.0,0.5599257812839931,0.0,0.0,0.13998144532099827,1.4,Baixa
25951,160000.0,,,9895.749243277822,0.0,0.0,0.0,0.0,0.5769668056734144,0.0,0.0,0.1442417014183536,1.44,Baixa
25952,160000.0,,,9497.234494610953,0.0,0.0,0.0,0.0,0.594002905009634,0.0,0.0,0.1485007262524085,1.49,Baixa
25953,160000.0,,,9098.85009247997,0.0,0.0,0.0,0.0,0.611033432164295,0.0,0.0,0.15275835804107374,1.53,Baixa
25954,160000.0,,,8700.613941855905,0.0,0.0,0.0,0.0,0.628057621718134,0.0,0.0,0.1570144054295335,1.57,Baixa
